"county","state","total_customer_last_month","churn_count_last_month","churn_percent_fiber","churn_percent_dsl","churn_percent_only_phone"
"Broomfield","CO","1","0",NULL,NULL,NULL
"Brown","IL","1","0",NULL,NULL,NULL
"Brown","IN","1","0",NULL,NULL,NULL
"Brown","OH","3","0",NULL,NULL,NULL
"Brown","SD","3","0",NULL,NULL,NULL
"Brown","WI","4","0",NULL,NULL,NULL
"Buchanan","VA","1","0",NULL,NULL,NULL
"Buckingham","VA","1","0",NULL,NULL,NULL
"Buena Vista","IA","1","0",NULL,NULL,NULL
"Buffalo","SD","1","0",NULL,NULL,NULL
"Burleson","TX","1","0",NULL,NULL,NULL
"Burnett","WI","2","0",NULL,NULL,NULL
"Butler","AL","1","0",NULL,NULL,NULL
"Butler","IA","1","0",NULL,NULL,NULL
"Butler","MO","3","0",NULL,NULL,NULL
"Butler","NE","5","0",NULL,NULL,NULL
"Butler","PA","8","0",NULL,NULL,NULL
"Cache","UT","5","0",NULL,NULL,NULL
"Caddo","OK","3","0",NULL,NULL,NULL
"Caguas","PR","1","0",NULL,NULL,NULL
"Caldwell","KY","1","0",NULL,NULL,NULL
"Caldwell","LA","1","0",NULL,NULL,NULL
"Caldwell","MO","1","0",NULL,NULL,NULL
"Calhoun","AL","3","0",NULL,NULL,NULL
"Calhoun","FL","1","0",NULL,NULL,NULL
"Calhoun","GA","1","0",NULL,NULL,NULL
"Calhoun","IA","3","0",NULL,NULL,NULL
"Calhoun","IL","1","0",NULL,NULL,NULL
"Calhoun","TX","1","0",NULL,NULL,NULL
"Calhoun","WV","2","0",NULL,NULL,NULL
"Calloway","KY","1","0",NULL,NULL,NULL
"Camden","GA","1","0",NULL,NULL,NULL
"Camden","NC","1","0",NULL,NULL,NULL
"Cameron","LA","1","0",NULL,NULL,NULL
"Campbell","TN","3","0",NULL,NULL,NULL
"Campbell","WY","3","0",NULL,NULL,NULL
"Canadian","OK","6","0",NULL,NULL,NULL
"Cape Girardeau","MO","1","0",NULL,NULL,NULL
"Carbon","PA","2","0",NULL,NULL,NULL
"Carbon","WY","4","0",NULL,NULL,NULL
"Caroline","VA","1","0",NULL,NULL,NULL
"Carroll","AR","1","0",NULL,NULL,NULL
"Carroll","IA","1","0",NULL,NULL,NULL
"Carroll","MO","3","0",NULL,NULL,NULL
"Carroll","OH","2","0",NULL,NULL,NULL
"Carson","TX","1","0",NULL,NULL,NULL
"Carter","KY","1","0",NULL,NULL,NULL
"Carter","MT","1","0",NULL,NULL,NULL
"Carter","OK","4","0",NULL,NULL,NULL
"Carter","TN","1","0",NULL,NULL,NULL
"Casey","KY","2","0",NULL,NULL,NULL
"Cass","IA","1","0",NULL,NULL,NULL
"Cass","IL","2","0",NULL,NULL,NULL
"Cass","MO","7","0",NULL,NULL,NULL
"Cassia","ID","1","0",NULL,NULL,NULL
"Castro","TX","1","0",NULL,NULL,NULL
"Caswell","NC","1","0",NULL,NULL,NULL
"CataÃ±o","PR","1","0",NULL,NULL,NULL
"Cavalier","ND","3","0",NULL,NULL,NULL
"Cayuga","NY","3","0",NULL,NULL,NULL
"Chaffee","CO","2","0",NULL,NULL,NULL
"Chambers","AL","1","0",NULL,NULL,NULL
"Chambers","TX","1","0",NULL,NULL,NULL
"Chariton","MO","1","0",NULL,NULL,NULL
"Charles Mix","SD","1","0",NULL,NULL,NULL
"Charlevoix","MI","1","0",NULL,NULL,NULL
"Charlotte","VA","3","0",NULL,NULL,NULL
"Chase","KS","3","0",NULL,NULL,NULL
"Chaves","NM","1","0",NULL,NULL,NULL
"Cheboygan","MI","1","0",NULL,NULL,NULL
"Chelan","WA","5","0",NULL,NULL,NULL
"Cherokee","IA","4","0",NULL,NULL,NULL
"Cheshire","NH","3","0",NULL,NULL,NULL
"Chester","SC","3","0",NULL,NULL,NULL
"Chester","TN","3","0",NULL,NULL,NULL
"Chesterfield","VA","3","0",NULL,NULL,NULL
"Cheyenne","NE","1","0",NULL,NULL,NULL
"Chilton","AL","2","0",NULL,NULL,NULL
"Chittenden","VT","3","0",NULL,NULL,NULL
"Choctaw","MS","1","0",NULL,NULL,NULL
"Choctaw","OK","1","0",NULL,NULL,NULL
"Chouteau","MT","1","0",NULL,NULL,NULL
"Citrus","FL","4","0",NULL,NULL,NULL
"Claiborne","TN","2","0",NULL,NULL,NULL
"Clark","MO","2","0",NULL,NULL,NULL
"Clatsop","OR","1","0",NULL,NULL,NULL
"Clay","AR","2","0",NULL,NULL,NULL
"Clay","IA","1","0",NULL,NULL,NULL
"Clay","MN","4","0",NULL,NULL,NULL
"Clay","MS","1","0",NULL,NULL,NULL
"Clay","NE","1","0",NULL,NULL,NULL
"Clear Creek","CO","2","0",NULL,NULL,NULL
"Clearwater","ID","5","0",NULL,NULL,NULL
"Cleveland","AR","1","0",NULL,NULL,NULL
"Cleveland","NC","2","0",NULL,NULL,NULL
"Cleveland","OK","3","0",NULL,NULL,NULL
"Clinton","MI","1","0",NULL,NULL,NULL
"Clinton","NY","4","0",NULL,NULL,NULL
"Coahoma","MS","9","0",NULL,NULL,NULL
"Cochise","AZ","1","0",NULL,NULL,NULL
"Cocke","TN","1","0",NULL,NULL,NULL
"Coke","TX","3","0",NULL,NULL,NULL
"Colfax","NM","2","0",NULL,NULL,NULL
"Collin","TX","6","0",NULL,NULL,NULL
"Colonial Heights","VA","1","0",NULL,NULL,NULL
"Colorado","TX","1","0",NULL,NULL,NULL
"Columbia","AR","3","0",NULL,NULL,NULL
"Columbia","OR","4","0",NULL,NULL,NULL
"Columbia","WA","3","0",NULL,NULL,NULL
"Colusa","CA","1","0",NULL,NULL,NULL
"Comal","TX","2","0",NULL,NULL,NULL
"Comanche","OK","2","0",NULL,NULL,NULL
"Comanche","TX","1","0",NULL,NULL,NULL
"Concho","TX","2","0",NULL,NULL,NULL
"Conejos","CO","2","0",NULL,NULL,NULL
"Cook","GA","2","0",NULL,NULL,NULL
"Coos","OR","2","0",NULL,NULL,NULL
"Coosa","AL","2","0",NULL,NULL,NULL
"Copiah","MS","3","0",NULL,NULL,NULL
"Corozal","PR","1","0",NULL,NULL,NULL
"Corson","SD","3","0",NULL,NULL,NULL
"Cortland","NY","1","0",NULL,NULL,NULL
"Coryell","TX","2","0",NULL,NULL,NULL
"Coshocton","OH","1","0",NULL,NULL,NULL
"Costilla","CO","1","0",NULL,NULL,NULL
"Cotton","OK","1","0",NULL,NULL,NULL
"Covington","AL","1","0",NULL,NULL,NULL
"Coweta","GA","2","0",NULL,NULL,NULL
"Craig","VA","1","0",NULL,NULL,NULL
"Craighead","AR","2","0",NULL,NULL,NULL
"Craven","NC","2","0",NULL,NULL,NULL
"Crawford","AR","4","0",NULL,NULL,NULL
"Crawford","MO","4","0",NULL,NULL,NULL
"Crenshaw","AL","1","0",NULL,NULL,NULL
"Crockett","TN","1","0",NULL,NULL,NULL
"Crosby","TX","1","0",NULL,NULL,NULL
"Crowley","CO","1","0",NULL,NULL,NULL
"Cumberland","IL","2","0",NULL,NULL,NULL
"Cumberland","TN","2","0",NULL,NULL,NULL
"Cuming","NE","2","0",NULL,NULL,NULL
"Currituck","NC","5","0",NULL,NULL,NULL
"Custer","CO","1","0",NULL,NULL,NULL
"Custer","ID","1","0",NULL,NULL,NULL
"Custer","MT","1","0",NULL,NULL,NULL
"Custer","SD","1","0",NULL,NULL,NULL
"Dallam","TX","2","0",NULL,NULL,NULL
"Dallas","AL","1","0",NULL,NULL,NULL
"Dallas","AR","1","0",NULL,NULL,NULL
"Dallas","IA","6","0",NULL,NULL,NULL
"Dallas","MO","1","0",NULL,NULL,NULL
"Darlington","SC","2","0",NULL,NULL,NULL
"Davidson","NC","1","0",NULL,NULL,NULL
"Daviess","KY","2","0",NULL,NULL,NULL
"Davis","IA","1","0",NULL,NULL,NULL
"Davis","UT","2","0",NULL,NULL,NULL
"Davison","SD","1","0",NULL,NULL,NULL
"Dawes","NE","1","0",NULL,NULL,NULL
"Dawson","MT","2","0",NULL,NULL,NULL
"Dawson","NE","2","0",NULL,NULL,NULL
"De Baca","NM","1","0",NULL,NULL,NULL
"De Soto","LA","1","0",NULL,NULL,NULL
"Dearborn","IN","1","0",NULL,NULL,NULL
"Decatur","GA","2","0",NULL,NULL,NULL
"Decatur","IN","1","0",NULL,NULL,NULL
"Defiance","OH","1","0",NULL,NULL,NULL
"DeKalb","AL","3","0",NULL,NULL,NULL
"DeKalb","MO","1","0",NULL,NULL,NULL
"Delaware","IN","1","0",NULL,NULL,NULL
"Delaware","OK","2","0",NULL,NULL,NULL
"Delaware","PA","9","0",NULL,NULL,NULL
"Delta","TX","2","0",NULL,NULL,NULL
"Dent","MO","1","0",NULL,NULL,NULL
"Denver","CO","5","0",NULL,NULL,NULL
"Deschutes","OR","1","0",NULL,NULL,NULL
"Desha","AR","2","0",NULL,NULL,NULL
"DeSoto","FL","1","0",NULL,NULL,NULL
"DeSoto","MS","2","0",NULL,NULL,NULL
"Deuel","SD","3","0",NULL,NULL,NULL
"Dewey","OK","2","0",NULL,NULL,NULL
"Dewey","SD","1","0",NULL,NULL,NULL
"Dickinson","MI","6","0",NULL,NULL,NULL
"Dillingham","AK","2","0",NULL,NULL,NULL
"Dimmit","TX","1","0",NULL,NULL,NULL
"Divide","ND","1","0",NULL,NULL,NULL
"Dixon","NE","1","0",NULL,NULL,NULL
"Dodge","MN","1","0",NULL,NULL,NULL
"Dooly","GA","2","0",NULL,NULL,NULL
"Door","WI","3","0",NULL,NULL,NULL
"Douglas","CO","4","0",NULL,NULL,NULL
"Douglas","MN","4","0",NULL,NULL,NULL
"Douglas","NV","3","0",NULL,NULL,NULL
"Douglas","SD","1","0",NULL,NULL,NULL
"Douglas","WA","4","0",NULL,NULL,NULL
"Douglas","WI","3","0",NULL,NULL,NULL
"Dubois","IN","1","0",NULL,NULL,NULL
"Dubuque","IA","2","0",NULL,NULL,NULL
"Duchesne","UT","2","0",NULL,NULL,NULL
"Dukes","MA","1","0",NULL,NULL,NULL
"Dunklin","MO","1","0",NULL,NULL,NULL
"DuPage","IL","4","0",NULL,NULL,NULL
"Duval","TX","3","0",NULL,NULL,NULL
"Dyer","TN","2","0",NULL,NULL,NULL
"Early","GA","1","0",NULL,NULL,NULL
"East Baton Rouge","LA","2","0",NULL,NULL,NULL
"East Feliciana","LA","1","0",NULL,NULL,NULL
"Eaton","MI","3","0",NULL,NULL,NULL
"Echols","GA","1","0",NULL,NULL,NULL
"Edgar","IL","3","0",NULL,NULL,NULL
"Edgecombe","NC","3","0",NULL,NULL,NULL
"Edmonson","KY","2","0",NULL,NULL,NULL
"Edmunds","SD","1","0",NULL,NULL,NULL
"Edwards","IL","1","0",NULL,NULL,NULL
"Edwards","KS","1","0",NULL,NULL,NULL
"Effingham","GA","2","0",NULL,NULL,NULL
"Effingham","IL","3","0",NULL,NULL,NULL
"Elbert","CO","1","0",NULL,NULL,NULL
"Elkhart","IN","1","0",NULL,NULL,NULL
"Elko","NV","3","0",NULL,NULL,NULL
"Elliott","KY","1","0",NULL,NULL,NULL
"Ellis","KS","1","0",NULL,NULL,NULL
"Ellsworth","KS","1","0",NULL,NULL,NULL
"Emmet","IA","3","0",NULL,NULL,NULL
"Emmons","ND","3","0",NULL,NULL,NULL
"Erie","OH","1","0",NULL,NULL,NULL
"Escambia","AL","3","0",NULL,NULL,NULL
"Essex","VT","2","0",NULL,NULL,NULL
"Estill","KY","1","0",NULL,NULL,NULL
"Fajardo","PR","1","0",NULL,NULL,NULL
"Fallon","MT","1","0",NULL,NULL,NULL
"Fannin","TX","2","0",NULL,NULL,NULL
"Faulk","SD","1","0",NULL,NULL,NULL
"Faulkner","AR","3","0",NULL,NULL,NULL
"Fayette","IL","3","0",NULL,NULL,NULL
"Fayette","IN","1","0",NULL,NULL,NULL
"Fayette","TN","2","0",NULL,NULL,NULL
"Fayette","TX","1","0",NULL,NULL,NULL
"Fentress","TN","1","0",NULL,NULL,NULL
"Finney","KS","2","0",NULL,NULL,NULL
"Fisher","TX","2","0",NULL,NULL,NULL
"Flathead","MT","3","0",NULL,NULL,NULL
"Fleming","KY","2","0",NULL,NULL,NULL
"Floyd","IA","1","0",NULL,NULL,NULL
"Ford","IL","3","0",NULL,NULL,NULL
"Ford","KS","3","0",NULL,NULL,NULL
"Fort Bend","TX","2","0",NULL,NULL,NULL
"Franklin","AR","1","0",NULL,NULL,NULL
"Franklin","IL","2","0",NULL,NULL,NULL
"Franklin","KY","1","0",NULL,NULL,NULL
"Franklin","LA","3","0",NULL,NULL,NULL
"Franklin","MS","1","0",NULL,NULL,NULL
"Franklin","NC","1","0",NULL,NULL,NULL
"Franklin","NE","5","0",NULL,NULL,NULL
"Franklin","TX","1","0",NULL,NULL,NULL
"Franklin","VA","6","0",NULL,NULL,NULL
"Frederick","VA","1","0",NULL,NULL,NULL
"Fulton","IN","1","0",NULL,NULL,NULL
"Fulton","NY","1","0",NULL,NULL,NULL
"Furnas","NE","2","0",NULL,NULL,NULL
"Gaines","TX","2","0",NULL,NULL,NULL
"Galax","VA","1","0",NULL,NULL,NULL
"Gallatin","KY","1","0",NULL,NULL,NULL
"Garfield","OK","5","0",NULL,NULL,NULL
"Garrett","MD","1","0",NULL,NULL,NULL
"Garvin","OK","1","0",NULL,NULL,NULL
"Gasconade","MO","1","0",NULL,NULL,NULL
"Gaston","NC","3","0",NULL,NULL,NULL
"Gates","NC","2","0",NULL,NULL,NULL
"Geary","KS","1","0",NULL,NULL,NULL
"Genesee","NY","3","0",NULL,NULL,NULL
"Geneva","AL","1","0",NULL,NULL,NULL
"Gentry","MO","1","0",NULL,NULL,NULL
"Georgetown","SC","1","0",NULL,NULL,NULL
"Giles","TN","5","0",NULL,NULL,NULL
"Gilmer","GA","1","0",NULL,NULL,NULL
"Glacier","MT","1","0",NULL,NULL,NULL
"Glades","FL","1","0",NULL,NULL,NULL
"Gladwin","MI","1","0",NULL,NULL,NULL
"Glenn","CA","1","0",NULL,NULL,NULL
"Gloucester","VA","1","0",NULL,NULL,NULL
"Gogebic","MI","4","0",NULL,NULL,NULL
"Goochland","VA","2","0",NULL,NULL,NULL
"Gooding","ID","1","0",NULL,NULL,NULL
"Gove","KS","1","0",NULL,NULL,NULL
"Graham","AZ","2","0",NULL,NULL,NULL
"Graham","NC","1","0",NULL,NULL,NULL
"Grand","CO","3","0",NULL,NULL,NULL
"Grand","UT","1","0",NULL,NULL,NULL
"Grand Traverse","MI","2","0",NULL,NULL,NULL
"Granite","MT","1","0",NULL,NULL,NULL
"Grant","AR","3","0",NULL,NULL,NULL
"Grant","IN","3","0",NULL,NULL,NULL
"Grant","KY","2","0",NULL,NULL,NULL
"Grant","LA","2","0",NULL,NULL,NULL
"Grant","MN","1","0",NULL,NULL,NULL
"Grant","NM","7","0",NULL,NULL,NULL
"Grant","WV","2","0",NULL,NULL,NULL
"Gratiot","MI","2","0",NULL,NULL,NULL
"Greeley","NE","3","0",NULL,NULL,NULL
"Green","WI","4","0",NULL,NULL,NULL
"Greene","IA","2","0",NULL,NULL,NULL
"Greene","IN","4","0",NULL,NULL,NULL
"Greene","NC","3","0",NULL,NULL,NULL
"Greene","TN","2","0",NULL,NULL,NULL
"Greene","VA","2","0",NULL,NULL,NULL
"Greensville","VA","1","0",NULL,NULL,NULL
"Greenup","KY","5","0",NULL,NULL,NULL
"Greenville","SC","7","0",NULL,NULL,NULL
"Greer","OK","1","0",NULL,NULL,NULL
"Gregg","TX","2","0",NULL,NULL,NULL
"Grenada","MS","1","0",NULL,NULL,NULL
"Grundy","IA","1","0",NULL,NULL,NULL
"Guayama","PR","1","0",NULL,NULL,NULL
"Guaynabo","PR","1","0",NULL,NULL,NULL
"Gulf","FL","1","0",NULL,NULL,NULL
"Gunnison","CO","3","0",NULL,NULL,NULL
"Haakon","SD","2","0",NULL,NULL,NULL
"Halifax","VA","3","0",NULL,NULL,NULL
"Hall","GA","3","0",NULL,NULL,NULL
"Hall","TX","2","0",NULL,NULL,NULL
"Hamblen","TN","1","0",NULL,NULL,NULL
"Hamilton","IN","4","0",NULL,NULL,NULL
"Hamilton","KS","2","0",NULL,NULL,NULL
"Hampton","VA","1","0",NULL,NULL,NULL
"Hancock","IA","1","0",NULL,NULL,NULL
"Hancock","MS","2","0",NULL,NULL,NULL
"Hancock","WV","1","0",NULL,NULL,NULL
"Hardin","TX","2","0",NULL,NULL,NULL
"Harding","SD","1","0",NULL,NULL,NULL
"Hardy","WV","5","0",NULL,NULL,NULL
"Harney","OR","2","0",NULL,NULL,NULL
"Harper","KS","3","0",NULL,NULL,NULL
"Harper","OK","3","0",NULL,NULL,NULL
"Harris","GA","3","0",NULL,NULL,NULL
"Harrison","IN","4","0",NULL,NULL,NULL
"Harrison","OH","2","0",NULL,NULL,NULL
"Hart","GA","1","0",NULL,NULL,NULL
"Hartley","TX","1","0",NULL,NULL,NULL
"Haskell","TX","1","0",NULL,NULL,NULL
"Hawkins","TN","1","0",NULL,NULL,NULL
"Hays","TX","4","0",NULL,NULL,NULL
"Haywood","NC","1","0",NULL,NULL,NULL
"Hendricks","IN","1","0",NULL,NULL,NULL
"Henry","MO","2","0",NULL,NULL,NULL
"Henry","TN","1","0",NULL,NULL,NULL
"Henry","VA","2","0",NULL,NULL,NULL
"Hickory","MO","4","0",NULL,NULL,NULL
"Hidalgo","NM","1","0",NULL,NULL,NULL
"Hidalgo","TX","5","0",NULL,NULL,NULL
"Highland","OH","4","0",NULL,NULL,NULL
"Hill","TX","4","0",NULL,NULL,NULL
"Hinds","MS","7","0",NULL,NULL,NULL
"Hitchcock","NE","1","0",NULL,NULL,NULL
"Hodgeman","KS","1","0",NULL,NULL,NULL
"Hoke","NC","1","0",NULL,NULL,NULL
"Holmes","MS","1","0",NULL,NULL,NULL
"Holt","NE","1","0",NULL,NULL,NULL
"Hood","TX","1","0",NULL,NULL,NULL
"Hopkins","KY","3","0",NULL,NULL,NULL
"Hot Spring","AR","1","0",NULL,NULL,NULL
"Houston","GA","2","0",NULL,NULL,NULL
"Houston","TN","1","0",NULL,NULL,NULL
"Howard","AR","2","0",NULL,NULL,NULL
"Howard","MO","1","0",NULL,NULL,NULL
"Howard","TX","1","0",NULL,NULL,NULL
"Howell","MO","1","0",NULL,NULL,NULL
"Hughes","OK","3","0",NULL,NULL,NULL
"Humphreys","MS","1","0",NULL,NULL,NULL
"Humphreys","TN","2","0",NULL,NULL,NULL
"Hunt","TX","3","0",NULL,NULL,NULL
"Hyde","NC","2","0",NULL,NULL,NULL
"Hyde","SD","3","0",NULL,NULL,NULL
"Iberia","LA","1","0",NULL,NULL,NULL
"Ida","IA","2","0",NULL,NULL,NULL
"Imperial","CA","4","0",NULL,NULL,NULL
"Inyo","CA","2","0",NULL,NULL,NULL
"Iosco","MI","1","0",NULL,NULL,NULL
"Iron","MI","2","0",NULL,NULL,NULL
"Iron","UT","2","0",NULL,NULL,NULL
"Iron","WI","1","0",NULL,NULL,NULL
"Irwin","GA","2","0",NULL,NULL,NULL
"Island","WA","1","0",NULL,NULL,NULL
"Izard","AR","4","0",NULL,NULL,NULL
"Jackson","IA","2","0",NULL,NULL,NULL
"Jackson","IN","4","0",NULL,NULL,NULL
"Jackson","KS","3","0",NULL,NULL,NULL
"Jackson","LA","1","0",NULL,NULL,NULL
"Jackson","MS","3","0",NULL,NULL,NULL
"Jackson","OK","3","0",NULL,NULL,NULL
"Jasper","IL","1","0",NULL,NULL,NULL
"Jasper","IN","1","0",NULL,NULL,NULL
"Jasper","MS","3","0",NULL,NULL,NULL
"Jasper","SC","2","0",NULL,NULL,NULL
"Jay","IN","1","0",NULL,NULL,NULL
"Jeff Davis","TX","2","0",NULL,NULL,NULL
"Jefferson","FL","1","0",NULL,NULL,NULL
"Jefferson","ID","4","0",NULL,NULL,NULL
"Jefferson","MT","1","0",NULL,NULL,NULL
"Jefferson","OH","4","0",NULL,NULL,NULL
"Jefferson Davis","LA","2","0",NULL,NULL,NULL
"Jefferson Davis","MS","1","0",NULL,NULL,NULL
"Jenkins","GA","1","0",NULL,NULL,NULL
"Jennings","IN","2","0",NULL,NULL,NULL
"Jerauld","SD","1","0",NULL,NULL,NULL
"Jim Wells","TX","1","0",NULL,NULL,NULL
"Jo Daviess","IL","2","0",NULL,NULL,NULL
"Johnson","AR","3","0",NULL,NULL,NULL
"Johnson","IN","2","0",NULL,NULL,NULL
"Johnson","KY","6","0",NULL,NULL,NULL
"Johnson","NE","1","0",NULL,NULL,NULL
"Johnston","NC","1","0",NULL,NULL,NULL
"Jones","MS","5","0",NULL,NULL,NULL
"Jones","NC","1","0",NULL,NULL,NULL
"Josephine","OR","1","0",NULL,NULL,NULL
"Juncos","PR","1","0",NULL,NULL,NULL
"Kanabec","MN","1","0",NULL,NULL,NULL
"Kandiyohi","MN","1","0",NULL,NULL,NULL
"Kane","IL","9","0",NULL,NULL,NULL
"Karnes","TX","2","0",NULL,NULL,NULL
"Kearny","KS","1","0",NULL,NULL,NULL
"Keith","NE","2","0",NULL,NULL,NULL
"Kemper","MS","1","0",NULL,NULL,NULL
"Kenai Peninsula","AK","6","0",NULL,NULL,NULL
"Kendall","IL","1","0",NULL,NULL,NULL
"Kent","MD","2","0",NULL,NULL,NULL
"Kenton","KY","1","0",NULL,NULL,NULL
"Kewaunee","WI","1","0",NULL,NULL,NULL
"Keweenaw","MI","1","0",NULL,NULL,NULL
"Kidder","ND","6","0",NULL,NULL,NULL
"Kimble","TX","1","0",NULL,NULL,NULL
"King","TX","1","0",NULL,NULL,NULL
"King George","VA","1","0",NULL,NULL,NULL
"King William","VA","1","0",NULL,NULL,NULL
"Kingsbury","SD","4","0",NULL,NULL,NULL
"Kiowa","CO","2","0",NULL,NULL,NULL
"Kiowa","OK","2","0",NULL,NULL,NULL
"Kittson","MN","2","0",NULL,NULL,NULL
"Klamath","OR","6","0",NULL,NULL,NULL
"Klickitat","WA","1","0",NULL,NULL,NULL
"Knott","KY","4","0",NULL,NULL,NULL
"Knox","IN","1","0",NULL,NULL,NULL
"Knox","KY","4","0",NULL,NULL,NULL
"Knox","OH","4","0",NULL,NULL,NULL
"Knox","TX","1","0",NULL,NULL,NULL
"Kossuth","IA","7","0",NULL,NULL,NULL
"La Crosse","WI","2","0",NULL,NULL,NULL
"La Plata","CO","2","0",NULL,NULL,NULL
"La Salle","TX","1","0",NULL,NULL,NULL
"Lafayette","LA","1","0",NULL,NULL,NULL
"Lajas","PR","1","0",NULL,NULL,NULL
"Lake","CO","1","0",NULL,NULL,NULL
"Lake","OH","2","0",NULL,NULL,NULL
"Lake","OR","2","0",NULL,NULL,NULL
"Lake","TN","1","0",NULL,NULL,NULL
"Lake and Peninsula","AK","3","0",NULL,NULL,NULL
"Lake of the Woods","MN","1","0",NULL,NULL,NULL
"Lamar","AL","2","0",NULL,NULL,NULL
"Lamar","MS","1","0",NULL,NULL,NULL
"Lamar","TX","5","0",NULL,NULL,NULL
"Lancaster","VA","2","0",NULL,NULL,NULL
"LaPorte","IN","2","0",NULL,NULL,NULL
"Larue","KY","1","0",NULL,NULL,NULL
"Las Animas","CO","1","0",NULL,NULL,NULL
"LaSalle","LA","2","0",NULL,NULL,NULL
"Latah","ID","3","0",NULL,NULL,NULL
"Latimer","OK","1","0",NULL,NULL,NULL
"Lauderdale","AL","2","0",NULL,NULL,NULL
"Laurel","KY","2","0",NULL,NULL,NULL
"Laurens","SC","1","0",NULL,NULL,NULL
"Lawrence","IN","2","0",NULL,NULL,NULL
"Lawrence","MO","2","0",NULL,NULL,NULL
"Lawrence","MS","1","0",NULL,NULL,NULL
"Lawrence","OH","1","0",NULL,NULL,NULL
"Lawrence","SD","2","0",NULL,NULL,NULL
"Le Flore","OK","2","0",NULL,NULL,NULL
"Lee","AL","3","0",NULL,NULL,NULL
"Lee","TX","3","0",NULL,NULL,NULL
"Leelanau","MI","2","0",NULL,NULL,NULL
"Levy","FL","5","0",NULL,NULL,NULL
"Lewis","MO","6","0",NULL,NULL,NULL
"Lewis","NY","5","0",NULL,NULL,NULL
"Lewis","WV","3","0",NULL,NULL,NULL
"Lewis and Clark","MT","2","0",NULL,NULL,NULL
"Liberty","MT","1","0",NULL,NULL,NULL
"Licking","OH","1","0",NULL,NULL,NULL
"Lincoln","CO","1","0",NULL,NULL,NULL
"Lincoln","ID","1","0",NULL,NULL,NULL
"Lincoln","KS","1","0",NULL,NULL,NULL
"Lincoln","LA","1","0",NULL,NULL,NULL
"Lincoln","MS","1","0",NULL,NULL,NULL
"Lincoln","NC","2","0",NULL,NULL,NULL
"Lincoln","NV","2","0",NULL,NULL,NULL
"Lincoln","OR","2","0",NULL,NULL,NULL
"Lincoln","TN","3","0",NULL,NULL,NULL
"Live Oak","TX","1","0",NULL,NULL,NULL
"Livingston","LA","2","0",NULL,NULL,NULL
"Livingston","MO","2","0",NULL,NULL,NULL
"Llano","TX","1","0",NULL,NULL,NULL
"Logan","AR","1","0",NULL,NULL,NULL
"Logan","CO","1","0",NULL,NULL,NULL
"Logan","KS","2","0",NULL,NULL,NULL
"Logan","KY","1","0",NULL,NULL,NULL
"Logan","ND","1","0",NULL,NULL,NULL
"Logan","OH","3","0",NULL,NULL,NULL
"Long","GA","1","0",NULL,NULL,NULL
"Loudon","TN","1","0",NULL,NULL,NULL
"Louisa","IA","1","0",NULL,NULL,NULL
"Louisa","VA","2","0",NULL,NULL,NULL
"Love","OK","3","0",NULL,NULL,NULL
"Lowndes","GA","2","0",NULL,NULL,NULL
"Luce","MI","1","0",NULL,NULL,NULL
"Lunenburg","VA","1","0",NULL,NULL,NULL
"Luquillo","PR","1","0",NULL,NULL,NULL
"Lyman","SD","1","0",NULL,NULL,NULL
"Lyon","MN","2","0",NULL,NULL,NULL
"Macon","AL","4","0",NULL,NULL,NULL
"Macon","NC","2","0",NULL,NULL,NULL
"Macon","TN","2","0",NULL,NULL,NULL
"Madison","GA","3","0",NULL,NULL,NULL
"Madison","ID","1","0",NULL,NULL,NULL
"Madison","MS","2","0",NULL,NULL,NULL
"Madison","MT","2","0",NULL,NULL,NULL
"Madison","TN","3","0",NULL,NULL,NULL
"Madison","VA","4","0",NULL,NULL,NULL
"Magoffin","KY","3","0",NULL,NULL,NULL
"Mahnomen","MN","3","0",NULL,NULL,NULL
"Malheur","OR","2","0",NULL,NULL,NULL
"ManatÃ­","PR","2","0",NULL,NULL,NULL
"Manatee","FL","3","0",NULL,NULL,NULL
"Manistee","MI","1","0",NULL,NULL,NULL
"Manitowoc","WI","1","0",NULL,NULL,NULL
"Marengo","AL","2","0",NULL,NULL,NULL
"Maries","MO","2","0",NULL,NULL,NULL
"Marin","CA","6","0",NULL,NULL,NULL
"Marion","AL","3","0",NULL,NULL,NULL
"Marion","IL","4","0",NULL,NULL,NULL
"Marion","OH","4","0",NULL,NULL,NULL
"Marion","OR","5","0",NULL,NULL,NULL
"Marion","TN","2","0",NULL,NULL,NULL
"Marion","TX","1","0",NULL,NULL,NULL
"Marshall","AL","3","0",NULL,NULL,NULL
"Marshall","IL","2","0",NULL,NULL,NULL
"Marshall","KY","1","0",NULL,NULL,NULL
"Marshall","WV","1","0",NULL,NULL,NULL
"Martin","NC","1","0",NULL,NULL,NULL
"Mason","MI","4","0",NULL,NULL,NULL
"Massac","IL","1","0",NULL,NULL,NULL
"Maury","TN","2","0",NULL,NULL,NULL
"Maverick","TX","3","0",NULL,NULL,NULL
"McCormick","SC","1","0",NULL,NULL,NULL
"McDonald","MO","1","0",NULL,NULL,NULL
"McHenry","ND","3","0",NULL,NULL,NULL
"McIntosh","GA","2","0",NULL,NULL,NULL
"McIntosh","ND","1","0",NULL,NULL,NULL
"McIntosh","OK","1","0",NULL,NULL,NULL
"McKenzie","ND","2","0",NULL,NULL,NULL
"McLennan","TX","6","0",NULL,NULL,NULL
